cell_type,sex,ann_level_4,0
natural killer cell,female,EC venous systemic,0
natural killer cell,female,Goblet,0
natural killer cell,female,Hillock-like,0
natural killer cell,female,Interstitial macrophages,0
natural killer cell,female,Ionocyte,0
natural killer cell,female,Migratory DCs,0
natural killer cell,female,Multiciliated,0
natural killer cell,female,NK cells,10061
natural killer cell,female,Neuroendocrine,0
natural killer cell,female,Non-classical monocytes,0
natural killer cell,female,None,0
natural killer cell,female,Peribronchial fibroblasts,0
natural killer cell,female,Pericytes,0
natural killer cell,female,Plasma cells,0
natural killer cell,female,Plasmacytoid DCs,0
natural killer cell,female,SMG duct,0
natural killer cell,female,SMG mucous,0
natural killer cell,female,SMG serous,0
natural killer cell,female,Subpleural fibroblasts,0
natural killer cell,female,Suprabasal,0
natural killer cell,female,T cells proliferating,0
natural killer cell,female,Transitional Club-AT2,0
natural killer cell,female,Tuft,0
natural killer cell,male,AT2 proliferating,0
natural killer cell,male,Adventitial fibroblasts,0
natural killer cell,male,Alveolar fibroblasts,0
natural killer cell,male,Alveolar macrophages,0
natural killer cell,male,B cells,0
natural killer cell,male,Basal resting,0
natural killer cell,male,CD4 T cells,0
natural killer cell,male,CD8 T cells,0
natural killer cell,male,Classical monocytes,0
natural killer cell,male,Club,0
natural killer cell,male,DC1,0
natural killer cell,male,DC2,0
natural killer cell,male,Deuterosomal,0
natural killer cell,male,EC aerocyte capillary,0
natural killer cell,male,EC general capillary,0
natural killer cell,male,EC venous pulmonary,0
natural killer cell,male,EC venous systemic,0
natural killer cell,male,Goblet,0
natural killer cell,male,Hillock-like,0
natural killer cell,male,Interstitial macrophages,0
natural killer cell,male,Ionocyte,0
natural killer cell,male,Migratory DCs,0
natural killer cell,male,Multiciliated,0
natural killer cell,male,NK cells,6917
natural killer cell,male,Neuroendocrine,0
natural killer cell,male,Non-classical monocytes,0
natural killer cell,male,None,0
natural killer cell,male,Peribronchial fibroblasts,0
natural killer cell,male,Pericytes,0
natural killer cell,male,Plasma cells,0
natural killer cell,male,Plasmacytoid DCs,0
natural killer cell,male,SMG duct,0
natural killer cell,male,SMG mucous,0
natural killer cell,male,SMG serous,0
natural killer cell,male,Subpleural fibroblasts,0
natural killer cell,male,Suprabasal,0
natural killer cell,male,T cells proliferating,0
natural killer cell,male,Transitional Club-AT2,0
natural killer cell,male,Tuft,0
"CD4-positive, alpha-beta T cell",female,AT2 proliferating,0
"CD4-positive, alpha-beta T cell",female,Adventitial fibroblasts,0
"CD4-positive, alpha-beta T cell",female,Alveolar fibroblasts,0
"CD4-positive, alpha-beta T cell",female,Alveolar macrophages,0
"CD4-positive, alpha-beta T cell",female,B cells,0
"CD4-positive, alpha-beta T cell",female,Basal resting,0
"CD4-positive, alpha-beta T cell",female,CD4 T cells,12091
"CD4-positive, alpha-beta T cell",female,CD8 T cells,0
"CD4-positive, alpha-beta T cell",female,Classical monocytes,0
"CD4-positive, alpha-beta T cell",female,Club,0
"CD4-positive, alpha-beta T cell",female,DC1,0
"CD4-positive, alpha-beta T cell",female,DC2,0
"CD4-positive, alpha-beta T cell",female,Deuterosomal,0
"CD4-positive, alpha-beta T cell",female,EC aerocyte capillary,0
"CD4-positive, alpha-beta T cell",female,EC general capillary,0
"CD4-positive, alpha-beta T cell",female,EC venous pulmonary,0
"CD4-positive, alpha-beta T cell",female,EC venous systemic,0
"CD4-positive, alpha-beta T cell",female,Goblet,0
"CD4-positive, alpha-beta T cell",female,Hillock-like,0
"CD4-positive, alpha-beta T cell",female,Interstitial macrophages,0
"CD4-positive, alpha-beta T cell",female,Ionocyte,0
"CD4-positive, alpha-beta T cell",female,Migratory DCs,0
"CD4-positive, alpha-beta T cell",female,Multiciliated,0
"CD4-positive, alpha-beta T cell",female,NK cells,0
"CD4-positive, alpha-beta T cell",female,Neuroendocrine,0
"CD4-positive, alpha-beta T cell",female,Non-classical monocytes,0
"CD4-positive, alpha-beta T cell",female,None,0
"CD4-positive, alpha-beta T cell",female,Peribronchial fibroblasts,0
"CD4-positive, alpha-beta T cell",female,Pericytes,0
"CD4-positive, alpha-beta T cell",female,Plasma cells,0
"CD4-positive, alpha-beta T cell",female,Plasmacytoid DCs,0
"CD4-positive, alpha-beta T cell",female,SMG duct,0
"CD4-positive, alpha-beta T cell",female,SMG mucous,0
"CD4-positive, alpha-beta T cell",female,SMG serous,0
"CD4-positive, alpha-beta T cell",female,Subpleural fibroblasts,0
"CD4-positive, alpha-beta T cell",female,Suprabasal,0
"CD4-positive, alpha-beta T cell",female,T cells proliferating,0
"CD4-positive, alpha-beta T cell",female,Transitional Club-AT2,0
"CD4-positive, alpha-beta T cell",female,Tuft,0
"CD4-positive, alpha-beta T cell",male,AT2 proliferating,0
"CD4-positive, alpha-beta T cell",male,Adventitial fibroblasts,0
"CD4-positive, alpha-beta T cell",male,Alveolar fibroblasts,0
"CD4-positive, alpha-beta T cell",male,Alveolar macrophages,0
"CD4-positive, alpha-beta T cell",male,B cells,0
"CD4-positive, alpha-beta T cell",male,Basal resting,0
"CD4-positive, alpha-beta T cell",male,CD4 T cells,9194
"CD4-positive, alpha-beta T cell",male,CD8 T cells,0
"CD4-positive, alpha-beta T cell",male,Classical monocytes,0
"CD4-positive, alpha-beta T cell",male,Club,0
"CD4-positive, alpha-beta T cell",male,DC1,0
"CD4-positive, alpha-beta T cell",male,DC2,0
"CD4-positive, alpha-beta T cell",male,Deuterosomal,0
"CD4-positive, alpha-beta T cell",male,EC aerocyte capillary,0
"CD4-positive, alpha-beta T cell",male,EC general capillary,0
"CD4-positive, alpha-beta T cell",male,EC venous pulmonary,0
"CD4-positive, alpha-beta T cell",male,EC venous systemic,0
"CD4-positive, alpha-beta T cell",male,Goblet,0
"CD4-positive, alpha-beta T cell",male,Hillock-like,0
"CD4-positive, alpha-beta T cell",male,Interstitial macrophages,0
"CD4-positive, alpha-beta T cell",male,Ionocyte,0
"CD4-positive, alpha-beta T cell",male,Migratory DCs,0
"CD4-positive, alpha-beta T cell",male,Multiciliated,0
"CD4-positive, alpha-beta T cell",male,NK cells,0
"CD4-positive, alpha-beta T cell",male,Neuroendocrine,0
"CD4-positive, alpha-beta T cell",male,Non-classical monocytes,0
"CD4-positive, alpha-beta T cell",male,None,0
"CD4-positive, alpha-beta T cell",male,Peribronchial fibroblasts,0
"CD4-positive, alpha-beta T cell",male,Pericytes,0
"CD4-positive, alpha-beta T cell",male,Plasma cells,0
"CD4-positive, alpha-beta T cell",male,Plasmacytoid DCs,0
"CD4-positive, alpha-beta T cell",male,SMG duct,0
"CD4-positive, alpha-beta T cell",male,SMG mucous,0
"CD4-positive, alpha-beta T cell",male,SMG serous,0
"CD4-positive, alpha-beta T cell",male,Subpleural fibroblasts,0
"CD4-positive, alpha-beta T cell",male,Suprabasal,0
"CD4-positive, alpha-beta T cell",male,T cells proliferating,0
"CD4-positive, alpha-beta T cell",male,Transitional Club-AT2,0
"CD4-positive, alpha-beta T cell",male,Tuft,0
"CD8-positive, alpha-beta T cell",female,AT2 proliferating,0
"CD8-positive, alpha-beta T cell",female,Adventitial fibroblasts,0
"CD8-positive, alpha-beta T cell",female,Alveolar fibroblasts,0
"CD8-positive, alpha-beta T cell",female,Alveolar macrophages,0
"CD8-positive, alpha-beta T cell",female,B cells,0
"CD8-positive, alpha-beta T cell",female,Basal resting,0
"CD8-positive, alpha-beta T cell",female,CD4 T cells,0
"CD8-positive, alpha-beta T cell",female,CD8 T cells,11300
"CD8-positive, alpha-beta T cell",female,Classical monocytes,0
"CD8-positive, alpha-beta T cell",female,Club,0
"CD8-positive, alpha-beta T cell",female,DC1,0
"CD8-positive, alpha-beta T cell",female,DC2,0
"CD8-positive, alpha-beta T cell",female,Deuterosomal,0
"CD8-positive, alpha-beta T cell",female,EC aerocyte capillary,0
"CD8-positive, alpha-beta T cell",female,EC general capillary,0
"CD8-positive, alpha-beta T cell",female,EC venous pulmonary,0
"CD8-positive, alpha-beta T cell",female,EC venous systemic,0
"CD8-positive, alpha-beta T cell",female,Goblet,0
"CD8-positive, alpha-beta T cell",female,Hillock-like,0
"CD8-positive, alpha-beta T cell",female,Interstitial macrophages,0
"CD8-positive, alpha-beta T cell",female,Ionocyte,0
"CD8-positive, alpha-beta T cell",female,Migratory DCs,0
"CD8-positive, alpha-beta T cell",female,Multiciliated,0
"CD8-positive, alpha-beta T cell",female,NK cells,0
"CD8-positive, alpha-beta T cell",female,Neuroendocrine,0
"CD8-positive, alpha-beta T cell",female,Non-classical monocytes,0
"CD8-positive, alpha-beta T cell",female,None,0
"CD8-positive, alpha-beta T cell",female,Peribronchial fibroblasts,0
"CD8-positive, alpha-beta T cell",female,Pericytes,0
"CD8-positive, alpha-beta T cell",female,Plasma cells,0
"CD8-positive, alpha-beta T cell",female,Plasmacytoid DCs,0
"CD8-positive, alpha-beta T cell",female,SMG duct,0
"CD8-positive, alpha-beta T cell",female,SMG mucous,0
"CD8-positive, alpha-beta T cell",female,SMG serous,0
"CD8-positive, alpha-beta T cell",female,Subpleural fibroblasts,0
"CD8-positive, alpha-beta T cell",female,Suprabasal,0
"CD8-positive, alpha-beta T cell",female,T cells proliferating,0
"CD8-positive, alpha-beta T cell",female,Transitional Club-AT2,0
"CD8-positive, alpha-beta T cell",female,Tuft,0
"CD8-positive, alpha-beta T cell",male,AT2 proliferating,0
"CD8-positive, alpha-beta T cell",male,Adventitial fibroblasts,0
"CD8-positive, alpha-beta T cell",male,Alveolar fibroblasts,0
"CD8-positive, alpha-beta T cell",male,Alveolar macrophages,0
"CD8-positive, alpha-beta T cell",male,B cells,0
"CD8-positive, alpha-beta T cell",male,Basal resting,0
"CD8-positive, alpha-beta T cell",male,CD4 T cells,0
"CD8-positive, alpha-beta T cell",male,CD8 T cells,17774
"CD8-positive, alpha-beta T cell",male,Classical monocytes,0
"CD8-positive, alpha-beta T cell",male,Club,0
"CD8-positive, alpha-beta T cell",male,DC1,0
"CD8-positive, alpha-beta T cell",male,DC2,0
"CD8-positive, alpha-beta T cell",male,Deuterosomal,0
"CD8-positive, alpha-beta T cell",male,EC aerocyte capillary,0
"CD8-positive, alpha-beta T cell",male,EC general capillary,0
"CD8-positive, alpha-beta T cell",male,EC venous pulmonary,0
"CD8-positive, alpha-beta T cell",male,EC venous systemic,0
"CD8-positive, alpha-beta T cell",male,Goblet,0
"CD8-positive, alpha-beta T cell",male,Hillock-like,0
"CD8-positive, alpha-beta T cell",male,Interstitial macrophages,0
"CD8-positive, alpha-beta T cell",male,Ionocyte,0
"CD8-positive, alpha-beta T cell",male,Migratory DCs,0
"CD8-positive, alpha-beta T cell",male,Multiciliated,0
"CD8-positive, alpha-beta T cell",male,NK cells,0
"CD8-positive, alpha-beta T cell",male,Neuroendocrine,0
"CD8-positive, alpha-beta T cell",male,Non-classical monocytes,0
"CD8-positive, alpha-beta T cell",male,None,0
"CD8-positive, alpha-beta T cell",male,Peribronchial fibroblasts,0
"CD8-positive, alpha-beta T cell",male,Pericytes,0
"CD8-positive, alpha-beta T cell",male,Plasma cells,0
"CD8-positive, alpha-beta T cell",male,Plasmacytoid DCs,0
"CD8-positive, alpha-beta T cell",male,SMG duct,0
"CD8-positive, alpha-beta T cell",male,SMG mucous,0
"CD8-positive, alpha-beta T cell",male,SMG serous,0
"CD8-positive, alpha-beta T cell",male,Subpleural fibroblasts,0
"CD8-positive, alpha-beta T cell",male,Suprabasal,0
"CD8-positive, alpha-beta T cell",male,T cells proliferating,0
"CD8-positive, alpha-beta T cell",male,Transitional Club-AT2,0
"CD8-positive, alpha-beta T cell",male,Tuft,0
plasmacytoid dendritic cell,female,AT2 proliferating,0
plasmacytoid dendritic cell,female,Adventitial fibroblasts,0
plasmacytoid dendritic cell,female,Alveolar fibroblasts,0
plasmacytoid dendritic cell,female,Alveolar macrophages,0
plasmacytoid dendritic cell,female,B cells,0
plasmacytoid dendritic cell,female,Basal resting,0
plasmacytoid dendritic cell,female,CD4 T cells,0
plasmacytoid dendritic cell,female,CD8 T cells,0
plasmacytoid dendritic cell,female,Classical monocytes,0
plasmacytoid dendritic cell,female,Club,0
plasmacytoid dendritic cell,female,DC1,0
plasmacytoid dendritic cell,female,DC2,0
plasmacytoid dendritic cell,female,Deuterosomal,0
plasmacytoid dendritic cell,female,EC aerocyte capillary,0
plasmacytoid dendritic cell,female,EC general capillary,0
plasmacytoid dendritic cell,female,EC venous pulmonary,0
plasmacytoid dendritic cell,female,EC venous systemic,0
plasmacytoid dendritic cell,female,Goblet,0
plasmacytoid dendritic cell,female,Hillock-like,0
plasmacytoid dendritic cell,female,Interstitial macrophages,0
plasmacytoid dendritic cell,female,Ionocyte,0
plasmacytoid dendritic cell,female,Migratory DCs,0
plasmacytoid dendritic cell,female,Multiciliated,0
plasmacytoid dendritic cell,female,NK cells,0
plasmacytoid dendritic cell,female,Neuroendocrine,0
plasmacytoid dendritic cell,female,Non-classical monocytes,0
plasmacytoid dendritic cell,female,None,0
plasmacytoid dendritic cell,female,Peribronchial fibroblasts,0
plasmacytoid dendritic cell,female,Pericytes,0
plasmacytoid dendritic cell,female,Plasma cells,0
plasmacytoid dendritic cell,female,Plasmacytoid DCs,166
plasmacytoid dendritic cell,female,SMG duct,0
plasmacytoid dendritic cell,female,SMG mucous,0
plasmacytoid dendritic cell,female,SMG serous,0
plasmacytoid dendritic cell,female,Subpleural fibroblasts,0
plasmacytoid dendritic cell,female,Suprabasal,0
plasmacytoid dendritic cell,female,T cells proliferating,0
plasmacytoid dendritic cell,female,Transitional Club-AT2,0
plasmacytoid dendritic cell,female,Tuft,0
plasmacytoid dendritic cell,male,AT2 proliferating,0
plasmacytoid dendritic cell,male,Adventitial fibroblasts,0
plasmacytoid dendritic cell,male,Alveolar fibroblasts,0
plasmacytoid dendritic cell,male,Alveolar macrophages,0
plasmacytoid dendritic cell,male,B cells,0
plasmacytoid dendritic cell,male,Basal resting,0
plasmacytoid dendritic cell,male,CD4 T cells,0
plasmacytoid dendritic cell,male,CD8 T cells,0
plasmacytoid dendritic cell,male,Classical monocytes,0
plasmacytoid dendritic cell,male,Club,0
plasmacytoid dendritic cell,male,DC1,0
plasmacytoid dendritic cell,male,DC2,0
plasmacytoid dendritic cell,male,Deuterosomal,0
plasmacytoid dendritic cell,male,EC aerocyte capillary,0
plasmacytoid dendritic cell,male,EC general capillary,0
plasmacytoid dendritic cell,male,EC venous pulmonary,0
plasmacytoid dendritic cell,male,EC venous systemic,0
plasmacytoid dendritic cell,male,Goblet,0
plasmacytoid dendritic cell,male,Hillock-like,0
plasmacytoid dendritic cell,male,Interstitial macrophages,0
plasmacytoid dendritic cell,male,Ionocyte,0
plasmacytoid dendritic cell,male,Migratory DCs,0
plasmacytoid dendritic cell,male,Multiciliated,0
plasmacytoid dendritic cell,male,NK cells,0
plasmacytoid dendritic cell,male,Neuroendocrine,0
plasmacytoid dendritic cell,male,Non-classical monocytes,0
plasmacytoid dendritic cell,male,None,0
plasmacytoid dendritic cell,male,Peribronchial fibroblasts,0
plasmacytoid dendritic cell,male,Pericytes,0
plasmacytoid dendritic cell,male,Plasma cells,0
plasmacytoid dendritic cell,male,Plasmacytoid DCs,386
plasmacytoid dendritic cell,male,SMG duct,0
plasmacytoid dendritic cell,male,SMG mucous,0
plasmacytoid dendritic cell,male,SMG serous,0
plasmacytoid dendritic cell,male,Subpleural fibroblasts,0
plasmacytoid dendritic cell,male,Suprabasal,0
plasmacytoid dendritic cell,male,T cells proliferating,0
plasmacytoid dendritic cell,male,Transitional Club-AT2,0
plasmacytoid dendritic cell,male,Tuft,0
plasma cell,female,AT2 proliferating,0
plasma cell,female,Adventitial fibroblasts,0
plasma cell,female,Alveolar fibroblasts,0
plasma cell,female,Alveolar macrophages,0
plasma cell,female,B cells,0
plasma cell,female,Basal resting,0
plasma cell,female,CD4 T cells,0
plasma cell,female,CD8 T cells,0
plasma cell,female,Classical monocytes,0
plasma cell,female,Club,0
plasma cell,female,DC1,0
plasma cell,female,DC2,0
plasma cell,female,Deuterosomal,0
plasma cell,female,EC aerocyte capillary,0
plasma cell,female,EC general capillary,0
plasma cell,female,EC venous pulmonary,0
plasma cell,female,EC venous systemic,0
plasma cell,female,Goblet,0
plasma cell,female,Hillock-like,0
plasma cell,female,Interstitial macrophages,0
plasma cell,female,Ionocyte,0
plasma cell,female,Migratory DCs,0
plasma cell,female,Multiciliated,0
plasma cell,female,NK cells,0
plasma cell,female,Neuroendocrine,0
plasma cell,female,Non-classical monocytes,0
plasma cell,female,None,0
plasma cell,female,Peribronchial fibroblasts,0
plasma cell,female,Pericytes,0
plasma cell,female,Plasma cells,887
plasma cell,female,Plasmacytoid DCs,0
plasma cell,female,SMG duct,0
plasma cell,female,SMG mucous,0
plasma cell,female,SMG serous,0
plasma cell,female,Subpleural fibroblasts,0
plasma cell,female,Suprabasal,0
plasma cell,female,T cells proliferating,0
plasma cell,female,Transitional Club-AT2,0
plasma cell,female,Tuft,0
plasma cell,male,AT2 proliferating,0
plasma cell,male,Adventitial fibroblasts,0
plasma cell,male,Alveolar fibroblasts,0
plasma cell,male,Alveolar macrophages,0
plasma cell,male,B cells,0
plasma cell,male,Basal resting,0
plasma cell,male,CD4 T cells,0
plasma cell,male,CD8 T cells,0
plasma cell,male,Classical monocytes,0
plasma cell,male,Club,0
plasma cell,male,DC1,0
plasma cell,male,DC2,0
plasma cell,male,Deuterosomal,0
plasma cell,male,EC aerocyte capillary,0
plasma cell,male,EC general capillary,0
plasma cell,male,EC venous pulmonary,0
plasma cell,male,EC venous systemic,0
plasma cell,male,Goblet,0
plasma cell,male,Hillock-like,0
plasma cell,male,Interstitial macrophages,0
plasma cell,male,Ionocyte,0
plasma cell,male,Migratory DCs,0
plasma cell,male,Multiciliated,0
plasma cell,male,NK cells,0
plasma cell,male,Neuroendocrine,0
plasma cell,male,Non-classical monocytes,0
plasma cell,male,None,0
plasma cell,male,Peribronchial fibroblasts,0
plasma cell,male,Pericytes,0
plasma cell,male,Plasma cells,886
plasma cell,male,Plasmacytoid DCs,0
plasma cell,male,SMG duct,0
plasma cell,male,SMG mucous,0
plasma cell,male,SMG serous,0
plasma cell,male,Subpleural fibroblasts,0
plasma cell,male,Suprabasal,0
plasma cell,male,T cells proliferating,0
plasma cell,male,Transitional Club-AT2,0
plasma cell,male,Tuft,0
classical monocyte,female,AT2 proliferating,0
classical monocyte,female,Adventitial fibroblasts,0
classical monocyte,female,Alveolar fibroblasts,0
classical monocyte,female,Alveolar macrophages,0
classical monocyte,female,B cells,0
classical monocyte,female,Basal resting,0
classical monocyte,female,CD4 T cells,0
classical monocyte,female,CD8 T cells,0
classical monocyte,female,Classical monocytes,8276
classical monocyte,female,Club,0
classical monocyte,female,DC1,0
classical monocyte,female,DC2,0
classical monocyte,female,Deuterosomal,0
classical monocyte,female,EC aerocyte capillary,0
classical monocyte,female,EC general capillary,0
classical monocyte,female,EC venous pulmonary,0
classical monocyte,female,EC venous systemic,0
classical monocyte,female,Goblet,0
classical monocyte,female,Hillock-like,0
classical monocyte,female,Interstitial macrophages,0
classical monocyte,female,Ionocyte,0
classical monocyte,female,Migratory DCs,0
classical monocyte,female,Multiciliated,0
classical monocyte,female,NK cells,0
classical monocyte,female,Neuroendocrine,0
classical monocyte,female,Non-classical monocytes,0
classical monocyte,female,None,0
classical monocyte,female,Peribronchial fibroblasts,0
classical monocyte,female,Pericytes,0
classical monocyte,female,Plasma cells,0
classical monocyte,female,Plasmacytoid DCs,0
classical monocyte,female,SMG duct,0
classical monocyte,female,SMG mucous,0
classical monocyte,female,SMG serous,0
classical monocyte,female,Subpleural fibroblasts,0
classical monocyte,female,Suprabasal,0
classical monocyte,female,T cells proliferating,0
classical monocyte,female,Transitional Club-AT2,0
classical monocyte,female,Tuft,0
classical monocyte,male,AT2 proliferating,0
classical monocyte,male,Adventitial fibroblasts,0
classical monocyte,male,Alveolar fibroblasts,0
classical monocyte,male,Alveolar macrophages,0
classical monocyte,male,B cells,0
classical monocyte,male,Basal resting,0
classical monocyte,male,CD4 T cells,0
classical monocyte,male,CD8 T cells,0
classical monocyte,male,Classical monocytes,9419
classical monocyte,male,Club,0
classical monocyte,male,DC1,0
classical monocyte,male,DC2,0
classical monocyte,male,Deuterosomal,0
classical monocyte,male,EC aerocyte capillary,0
classical monocyte,male,EC general capillary,0
classical monocyte,male,EC venous pulmonary,0
classical monocyte,male,EC venous systemic,0
classical monocyte,male,Goblet,0
classical monocyte,male,Hillock-like,0
classical monocyte,male,Interstitial macrophages,0
classical monocyte,male,Ionocyte,0
classical monocyte,male,Migratory DCs,0
classical monocyte,male,Multiciliated,0
classical monocyte,male,NK cells,0
classical monocyte,male,Neuroendocrine,0
classical monocyte,male,Non-classical monocytes,0
classical monocyte,male,None,0
classical monocyte,male,Peribronchial fibroblasts,0
classical monocyte,male,Pericytes,0
classical monocyte,male,Plasma cells,0
classical monocyte,male,Plasmacytoid DCs,0
classical monocyte,male,SMG duct,0
classical monocyte,male,SMG mucous,0
classical monocyte,male,SMG serous,0
classical monocyte,male,Subpleural fibroblasts,0
classical monocyte,male,Suprabasal,0
classical monocyte,male,T cells proliferating,0
classical monocyte,male,Transitional Club-AT2,0
classical monocyte,male,Tuft,0
elicited macrophage,female,AT2 proliferating,0
elicited macrophage,female,Adventitial fibroblasts,0
elicited macrophage,female,Alveolar fibroblasts,0
elicited macrophage,female,Alveolar macrophages,0
elicited macrophage,female,B cells,0
elicited macrophage,female,Basal resting,0
elicited macrophage,female,CD4 T cells,0
elicited macrophage,female,CD8 T cells,0
elicited macrophage,female,Classical monocytes,0
elicited macrophage,female,Club,0
elicited macrophage,female,DC1,0
elicited macrophage,female,DC2,0
elicited macrophage,female,Deuterosomal,0
elicited macrophage,female,EC aerocyte capillary,0
elicited macrophage,female,EC general capillary,0
elicited macrophage,female,EC venous pulmonary,0
elicited macrophage,female,EC venous systemic,0
elicited macrophage,female,Goblet,0
elicited macrophage,female,Hillock-like,0
elicited macrophage,female,Interstitial macrophages,7711
elicited macrophage,female,Ionocyte,0
elicited macrophage,female,Migratory DCs,0
elicited macrophage,female,Multiciliated,0
elicited macrophage,female,NK cells,0
elicited macrophage,female,Neuroendocrine,0
elicited macrophage,female,Non-classical monocytes,0
elicited macrophage,female,None,0
elicited macrophage,female,Peribronchial fibroblasts,0
elicited macrophage,female,Pericytes,0
elicited macrophage,female,Plasma cells,0
elicited macrophage,female,Plasmacytoid DCs,0
elicited macrophage,female,SMG duct,0
elicited macrophage,female,SMG mucous,0
elicited macrophage,female,SMG serous,0
elicited macrophage,female,Subpleural fibroblasts,0
elicited macrophage,female,Suprabasal,0
elicited macrophage,female,T cells proliferating,0
elicited macrophage,female,Transitional Club-AT2,0
elicited macrophage,female,Tuft,0
elicited macrophage,male,AT2 proliferating,0
elicited macrophage,male,Adventitial fibroblasts,0
elicited macrophage,male,Alveolar fibroblasts,0
elicited macrophage,male,Alveolar macrophages,0
elicited macrophage,male,B cells,0
elicited macrophage,male,Basal resting,0
elicited macrophage,male,CD4 T cells,0
elicited macrophage,male,CD8 T cells,0
elicited macrophage,male,Classical monocytes,0
elicited macrophage,male,Club,0
elicited macrophage,male,DC1,0
elicited macrophage,male,DC2,0
elicited macrophage,male,Deuterosomal,0
elicited macrophage,male,EC aerocyte capillary,0
elicited macrophage,male,EC general capillary,0
elicited macrophage,male,EC venous pulmonary,0
elicited macrophage,male,EC venous systemic,0
elicited macrophage,male,Goblet,0
elicited macrophage,male,Hillock-like,0
elicited macrophage,male,Interstitial macrophages,20512
elicited macrophage,male,Ionocyte,0
elicited macrophage,male,Migratory DCs,0
elicited macrophage,male,Multiciliated,0
elicited macrophage,male,NK cells,0
elicited macrophage,male,Neuroendocrine,0
elicited macrophage,male,Non-classical monocytes,0
elicited macrophage,male,None,0
elicited macrophage,male,Peribronchial fibroblasts,0
elicited macrophage,male,Pericytes,0
elicited macrophage,male,Plasma cells,0
elicited macrophage,male,Plasmacytoid DCs,0
elicited macrophage,male,SMG duct,0
elicited macrophage,male,SMG mucous,0
elicited macrophage,male,SMG serous,0
elicited macrophage,male,Subpleural fibroblasts,0
elicited macrophage,male,Suprabasal,0
elicited macrophage,male,T cells proliferating,0
elicited macrophage,male,Transitional Club-AT2,0
elicited macrophage,male,Tuft,0
non-classical monocyte,female,AT2 proliferating,0
non-classical monocyte,female,Adventitial fibroblasts,0
non-classical monocyte,female,Alveolar fibroblasts,0
non-classical monocyte,female,Alveolar macrophages,0
non-classical monocyte,female,B cells,0
non-classical monocyte,female,Basal resting,0
non-classical monocyte,female,CD4 T cells,0
non-classical monocyte,female,CD8 T cells,0
non-classical monocyte,female,Classical monocytes,0
non-classical monocyte,female,Club,0
non-classical monocyte,female,DC1,0
non-classical monocyte,female,DC2,0
non-classical monocyte,female,Deuterosomal,0
non-classical monocyte,female,EC aerocyte capillary,0
non-classical monocyte,female,EC general capillary,0
non-classical monocyte,female,EC venous pulmonary,0
non-classical monocyte,female,EC venous systemic,0
non-classical monocyte,female,Goblet,0
non-classical monocyte,female,Hillock-like,0
non-classical monocyte,female,Interstitial macrophages,0
non-classical monocyte,female,Ionocyte,0
non-classical monocyte,female,Migratory DCs,0
non-classical monocyte,female,Multiciliated,0
non-classical monocyte,female,NK cells,0
non-classical monocyte,female,Neuroendocrine,0
non-classical monocyte,female,Non-classical monocytes,2311
non-classical monocyte,female,None,0
non-classical monocyte,female,Peribronchial fibroblasts,0
non-classical monocyte,female,Pericytes,0
non-classical monocyte,female,Plasma cells,0
non-classical monocyte,female,Plasmacytoid DCs,0
non-classical monocyte,female,SMG duct,0
non-classical monocyte,female,SMG mucous,0
non-classical monocyte,female,SMG serous,0
non-classical monocyte,female,Subpleural fibroblasts,0
non-classical monocyte,female,Suprabasal,0
non-classical monocyte,female,T cells proliferating,0
non-classical monocyte,female,Transitional Club-AT2,0
non-classical monocyte,female,Tuft,0
non-classical monocyte,male,AT2 proliferating,0
non-classical monocyte,male,Adventitial fibroblasts,0
non-classical monocyte,male,Alveolar fibroblasts,0
non-classical monocyte,male,Alveolar macrophages,0
non-classical monocyte,male,B cells,0
non-classical monocyte,male,Basal resting,0
non-classical monocyte,male,CD4 T cells,0
non-classical monocyte,male,CD8 T cells,0
non-classical monocyte,male,Classical monocytes,0
non-classical monocyte,male,Club,0
non-classical monocyte,male,DC1,0
non-classical monocyte,male,DC2,0
non-classical monocyte,male,Deuterosomal,0
non-classical monocyte,male,EC aerocyte capillary,0
non-classical monocyte,male,EC general capillary,0
non-classical monocyte,male,EC venous pulmonary,0
non-classical monocyte,male,EC venous systemic,0
non-classical monocyte,male,Goblet,0
non-classical monocyte,male,Hillock-like,0
non-classical monocyte,male,Interstitial macrophages,0
non-classical monocyte,male,Ionocyte,0
non-classical monocyte,male,Migratory DCs,0
non-classical monocyte,male,Multiciliated,0
non-classical monocyte,male,NK cells,0
non-classical monocyte,male,Neuroendocrine,0
non-classical monocyte,male,Non-classical monocytes,6523
non-classical monocyte,male,None,0
non-classical monocyte,male,Peribronchial fibroblasts,0
non-classical monocyte,male,Pericytes,0
non-classical monocyte,male,Plasma cells,0
non-classical monocyte,male,Plasmacytoid DCs,0
non-classical monocyte,male,SMG duct,0
non-classical monocyte,male,SMG mucous,0
non-classical monocyte,male,SMG serous,0
non-classical monocyte,male,Subpleural fibroblasts,0
non-classical monocyte,male,Suprabasal,0
non-classical monocyte,male,T cells proliferating,0
non-classical monocyte,male,Transitional Club-AT2,0
non-classical monocyte,male,Tuft,0
conventional dendritic cell,female,AT2 proliferating,0
conventional dendritic cell,female,Adventitial fibroblasts,0
conventional dendritic cell,female,Alveolar fibroblasts,0
conventional dendritic cell,female,Alveolar macrophages,0
conventional dendritic cell,female,B cells,0
conventional dendritic cell,female,Basal resting,0
