cell_type,sex,ann_level_4,0
endothelial cell of lymphatic vessel,female,SMG mucous,0
endothelial cell of lymphatic vessel,female,SMG serous,0
endothelial cell of lymphatic vessel,female,Subpleural fibroblasts,0
endothelial cell of lymphatic vessel,female,Suprabasal,0
endothelial cell of lymphatic vessel,female,T cells proliferating,0
endothelial cell of lymphatic vessel,female,Transitional Club-AT2,0
endothelial cell of lymphatic vessel,female,Tuft,0
endothelial cell of lymphatic vessel,male,AT2 proliferating,0
endothelial cell of lymphatic vessel,male,Adventitial fibroblasts,0
endothelial cell of lymphatic vessel,male,Alveolar fibroblasts,0
endothelial cell of lymphatic vessel,male,Alveolar macrophages,0
endothelial cell of lymphatic vessel,male,B cells,0
endothelial cell of lymphatic vessel,male,Basal resting,0
endothelial cell of lymphatic vessel,male,CD4 T cells,0
endothelial cell of lymphatic vessel,male,CD8 T cells,0
endothelial cell of lymphatic vessel,male,Classical monocytes,0
endothelial cell of lymphatic vessel,male,Club,0
endothelial cell of lymphatic vessel,male,DC1,0
endothelial cell of lymphatic vessel,male,DC2,0
endothelial cell of lymphatic vessel,male,Deuterosomal,0
endothelial cell of lymphatic vessel,male,EC aerocyte capillary,0
endothelial cell of lymphatic vessel,male,EC general capillary,0
endothelial cell of lymphatic vessel,male,EC venous pulmonary,0
endothelial cell of lymphatic vessel,male,EC venous systemic,0
endothelial cell of lymphatic vessel,male,Goblet,0
endothelial cell of lymphatic vessel,male,Hillock-like,0
endothelial cell of lymphatic vessel,male,Interstitial macrophages,0
endothelial cell of lymphatic vessel,male,Ionocyte,0
endothelial cell of lymphatic vessel,male,Migratory DCs,0
endothelial cell of lymphatic vessel,male,Multiciliated,0
endothelial cell of lymphatic vessel,male,NK cells,0
endothelial cell of lymphatic vessel,male,Neuroendocrine,0
endothelial cell of lymphatic vessel,male,Non-classical monocytes,0
endothelial cell of lymphatic vessel,male,None,3530
endothelial cell of lymphatic vessel,male,Peribronchial fibroblasts,0
endothelial cell of lymphatic vessel,male,Pericytes,0
endothelial cell of lymphatic vessel,male,Plasma cells,0
endothelial cell of lymphatic vessel,male,Plasmacytoid DCs,0
endothelial cell of lymphatic vessel,male,SMG duct,0
endothelial cell of lymphatic vessel,male,SMG mucous,0
endothelial cell of lymphatic vessel,male,SMG serous,0
endothelial cell of lymphatic vessel,male,Subpleural fibroblasts,0
endothelial cell of lymphatic vessel,male,Suprabasal,0
endothelial cell of lymphatic vessel,male,T cells proliferating,0
endothelial cell of lymphatic vessel,male,Transitional Club-AT2,0
endothelial cell of lymphatic vessel,male,Tuft,0
capillary endothelial cell,female,AT2 proliferating,0
capillary endothelial cell,female,Adventitial fibroblasts,0
capillary endothelial cell,female,Alveolar fibroblasts,0
capillary endothelial cell,female,Alveolar macrophages,0
capillary endothelial cell,female,B cells,0
capillary endothelial cell,female,Basal resting,0
capillary endothelial cell,female,CD4 T cells,0
capillary endothelial cell,female,CD8 T cells,0
capillary endothelial cell,female,Classical monocytes,0
capillary endothelial cell,female,Club,0
capillary endothelial cell,female,DC1,0
capillary endothelial cell,female,DC2,0
capillary endothelial cell,female,Deuterosomal,0
capillary endothelial cell,female,EC aerocyte capillary,1280
capillary endothelial cell,female,EC general capillary,3155
capillary endothelial cell,female,EC venous pulmonary,0
capillary endothelial cell,female,EC venous systemic,0
capillary endothelial cell,female,Goblet,0
capillary endothelial cell,female,Hillock-like,0
capillary endothelial cell,female,Interstitial macrophages,0
capillary endothelial cell,female,Ionocyte,0
capillary endothelial cell,female,Migratory DCs,0
capillary endothelial cell,female,Multiciliated,0
capillary endothelial cell,female,NK cells,0
capillary endothelial cell,female,Neuroendocrine,0
capillary endothelial cell,female,Non-classical monocytes,0
capillary endothelial cell,female,None,0
capillary endothelial cell,female,Peribronchial fibroblasts,0
capillary endothelial cell,female,Pericytes,0
capillary endothelial cell,female,Plasma cells,0
capillary endothelial cell,female,Plasmacytoid DCs,0
capillary endothelial cell,female,SMG duct,0
capillary endothelial cell,female,SMG mucous,0
capillary endothelial cell,female,SMG serous,0
capillary endothelial cell,female,Subpleural fibroblasts,0
capillary endothelial cell,female,Suprabasal,0
capillary endothelial cell,female,T cells proliferating,0
capillary endothelial cell,female,Transitional Club-AT2,0
capillary endothelial cell,female,Tuft,0
capillary endothelial cell,male,AT2 proliferating,0
capillary endothelial cell,male,Adventitial fibroblasts,0
capillary endothelial cell,male,Alveolar fibroblasts,0
capillary endothelial cell,male,Alveolar macrophages,0
capillary endothelial cell,male,B cells,0
capillary endothelial cell,male,Basal resting,0
capillary endothelial cell,male,CD4 T cells,0
capillary endothelial cell,male,CD8 T cells,0
capillary endothelial cell,male,Classical monocytes,0
capillary endothelial cell,male,Club,0
capillary endothelial cell,male,DC1,0
capillary endothelial cell,male,DC2,0
capillary endothelial cell,male,Deuterosomal,0
capillary endothelial cell,male,EC aerocyte capillary,5877
capillary endothelial cell,male,EC general capillary,12893
capillary endothelial cell,male,EC venous pulmonary,0
capillary endothelial cell,male,EC venous systemic,0
capillary endothelial cell,male,Goblet,0
capillary endothelial cell,male,Hillock-like,0
capillary endothelial cell,male,Interstitial macrophages,0
capillary endothelial cell,male,Ionocyte,0
capillary endothelial cell,male,Migratory DCs,0
capillary endothelial cell,male,Multiciliated,0
capillary endothelial cell,male,NK cells,0
capillary endothelial cell,male,Neuroendocrine,0
capillary endothelial cell,male,Non-classical monocytes,0
capillary endothelial cell,male,None,0
capillary endothelial cell,male,Peribronchial fibroblasts,0
capillary endothelial cell,male,Pericytes,0
capillary endothelial cell,male,Plasma cells,0
capillary endothelial cell,male,Plasmacytoid DCs,0
capillary endothelial cell,male,SMG duct,0
capillary endothelial cell,male,SMG mucous,0
capillary endothelial cell,male,SMG serous,0
capillary endothelial cell,male,Subpleural fibroblasts,0
capillary endothelial cell,male,Suprabasal,0
capillary endothelial cell,male,T cells proliferating,0
capillary endothelial cell,male,Transitional Club-AT2,0
capillary endothelial cell,male,Tuft,0
ciliated columnar cell of tracheobronchial tree,female,AT2 proliferating,0
ciliated columnar cell of tracheobronchial tree,female,Adventitial fibroblasts,0
ciliated columnar cell of tracheobronchial tree,female,Alveolar fibroblasts,0
ciliated columnar cell of tracheobronchial tree,female,Alveolar macrophages,0
ciliated columnar cell of tracheobronchial tree,female,B cells,0
ciliated columnar cell of tracheobronchial tree,female,Basal resting,0
ciliated columnar cell of tracheobronchial tree,female,CD4 T cells,0
ciliated columnar cell of tracheobronchial tree,female,CD8 T cells,0
ciliated columnar cell of tracheobronchial tree,female,Classical monocytes,0
ciliated columnar cell of tracheobronchial tree,female,Club,0
ciliated columnar cell of tracheobronchial tree,female,DC1,0
ciliated columnar cell of tracheobronchial tree,female,DC2,0
ciliated columnar cell of tracheobronchial tree,female,Deuterosomal,0
ciliated columnar cell of tracheobronchial tree,female,EC aerocyte capillary,0
ciliated columnar cell of tracheobronchial tree,female,EC general capillary,0
ciliated columnar cell of tracheobronchial tree,female,EC venous pulmonary,0
ciliated columnar cell of tracheobronchial tree,female,EC venous systemic,0
ciliated columnar cell of tracheobronchial tree,female,Goblet,0
ciliated columnar cell of tracheobronchial tree,female,Hillock-like,0
ciliated columnar cell of tracheobronchial tree,female,Interstitial macrophages,0
ciliated columnar cell of tracheobronchial tree,female,Ionocyte,0
ciliated columnar cell of tracheobronchial tree,female,Migratory DCs,0
ciliated columnar cell of tracheobronchial tree,female,Multiciliated,12409
ciliated columnar cell of tracheobronchial tree,female,NK cells,0
ciliated columnar cell of tracheobronchial tree,female,Neuroendocrine,0
ciliated columnar cell of tracheobronchial tree,female,Non-classical monocytes,0
ciliated columnar cell of tracheobronchial tree,female,None,0
ciliated columnar cell of tracheobronchial tree,female,Peribronchial fibroblasts,0
ciliated columnar cell of tracheobronchial tree,female,Pericytes,0
ciliated columnar cell of tracheobronchial tree,female,Plasma cells,0
ciliated columnar cell of tracheobronchial tree,female,Plasmacytoid DCs,0
ciliated columnar cell of tracheobronchial tree,female,SMG duct,0
ciliated columnar cell of tracheobronchial tree,female,SMG mucous,0
ciliated columnar cell of tracheobronchial tree,female,SMG serous,0
ciliated columnar cell of tracheobronchial tree,female,Subpleural fibroblasts,0
ciliated columnar cell of tracheobronchial tree,female,Suprabasal,0
ciliated columnar cell of tracheobronchial tree,female,T cells proliferating,0
ciliated columnar cell of tracheobronchial tree,female,Transitional Club-AT2,0
ciliated columnar cell of tracheobronchial tree,female,Tuft,0
ciliated columnar cell of tracheobronchial tree,male,AT2 proliferating,0
ciliated columnar cell of tracheobronchial tree,male,Adventitial fibroblasts,0
ciliated columnar cell of tracheobronchial tree,male,Alveolar fibroblasts,0
ciliated columnar cell of tracheobronchial tree,male,Alveolar macrophages,0
ciliated columnar cell of tracheobronchial tree,male,B cells,0
ciliated columnar cell of tracheobronchial tree,male,Basal resting,0
ciliated columnar cell of tracheobronchial tree,male,CD4 T cells,0
ciliated columnar cell of tracheobronchial tree,male,CD8 T cells,0
ciliated columnar cell of tracheobronchial tree,male,Classical monocytes,0
ciliated columnar cell of tracheobronchial tree,male,Club,0
ciliated columnar cell of tracheobronchial tree,male,DC1,0
ciliated columnar cell of tracheobronchial tree,male,DC2,0
ciliated columnar cell of tracheobronchial tree,male,Deuterosomal,0
ciliated columnar cell of tracheobronchial tree,male,EC aerocyte capillary,0
ciliated columnar cell of tracheobronchial tree,male,EC general capillary,0
ciliated columnar cell of tracheobronchial tree,male,EC venous pulmonary,0
ciliated columnar cell of tracheobronchial tree,male,EC venous systemic,0
ciliated columnar cell of tracheobronchial tree,male,Goblet,0
ciliated columnar cell of tracheobronchial tree,male,Hillock-like,0
ciliated columnar cell of tracheobronchial tree,male,Interstitial macrophages,0
ciliated columnar cell of tracheobronchial tree,male,Ionocyte,0
ciliated columnar cell of tracheobronchial tree,male,Migratory DCs,0
ciliated columnar cell of tracheobronchial tree,male,Multiciliated,22816
ciliated columnar cell of tracheobronchial tree,male,NK cells,0
ciliated columnar cell of tracheobronchial tree,male,Neuroendocrine,0
ciliated columnar cell of tracheobronchial tree,male,Non-classical monocytes,0
ciliated columnar cell of tracheobronchial tree,male,None,0
ciliated columnar cell of tracheobronchial tree,male,Peribronchial fibroblasts,0
ciliated columnar cell of tracheobronchial tree,male,Pericytes,0
ciliated columnar cell of tracheobronchial tree,male,Plasma cells,0
ciliated columnar cell of tracheobronchial tree,male,Plasmacytoid DCs,0
ciliated columnar cell of tracheobronchial tree,male,SMG duct,0
ciliated columnar cell of tracheobronchial tree,male,SMG mucous,0
ciliated columnar cell of tracheobronchial tree,male,SMG serous,0
ciliated columnar cell of tracheobronchial tree,male,Subpleural fibroblasts,0
ciliated columnar cell of tracheobronchial tree,male,Suprabasal,0
ciliated columnar cell of tracheobronchial tree,male,T cells proliferating,0
ciliated columnar cell of tracheobronchial tree,male,Transitional Club-AT2,0
ciliated columnar cell of tracheobronchial tree,male,Tuft,0
CD1c-positive myeloid dendritic cell,female,AT2 proliferating,0
CD1c-positive myeloid dendritic cell,female,Adventitial fibroblasts,0
CD1c-positive myeloid dendritic cell,female,Alveolar fibroblasts,0
CD1c-positive myeloid dendritic cell,female,Alveolar macrophages,0
CD1c-positive myeloid dendritic cell,female,B cells,0
CD1c-positive myeloid dendritic cell,female,Basal resting,0
CD1c-positive myeloid dendritic cell,female,CD4 T cells,0
CD1c-positive myeloid dendritic cell,female,CD8 T cells,0
CD1c-positive myeloid dendritic cell,female,Classical monocytes,0
CD1c-positive myeloid dendritic cell,female,Club,0
CD1c-positive myeloid dendritic cell,female,DC1,0
CD1c-positive myeloid dendritic cell,female,DC2,3892
CD1c-positive myeloid dendritic cell,female,Deuterosomal,0
CD1c-positive myeloid dendritic cell,female,EC aerocyte capillary,0
CD1c-positive myeloid dendritic cell,female,EC general capillary,0
CD1c-positive myeloid dendritic cell,female,EC venous pulmonary,0
CD1c-positive myeloid dendritic cell,female,EC venous systemic,0
CD1c-positive myeloid dendritic cell,female,Goblet,0
CD1c-positive myeloid dendritic cell,female,Hillock-like,0
CD1c-positive myeloid dendritic cell,female,Interstitial macrophages,0
CD1c-positive myeloid dendritic cell,female,Ionocyte,0
CD1c-positive myeloid dendritic cell,female,Migratory DCs,0
CD1c-positive myeloid dendritic cell,female,Multiciliated,0
CD1c-positive myeloid dendritic cell,female,NK cells,0
CD1c-positive myeloid dendritic cell,female,Neuroendocrine,0
CD1c-positive myeloid dendritic cell,female,Non-classical monocytes,0
CD1c-positive myeloid dendritic cell,female,None,0
CD1c-positive myeloid dendritic cell,female,Peribronchial fibroblasts,0
CD1c-positive myeloid dendritic cell,female,Pericytes,0
CD1c-positive myeloid dendritic cell,female,Plasma cells,0
CD1c-positive myeloid dendritic cell,female,Plasmacytoid DCs,0
CD1c-positive myeloid dendritic cell,female,SMG duct,0
CD1c-positive myeloid dendritic cell,female,SMG mucous,0
CD1c-positive myeloid dendritic cell,female,SMG serous,0
CD1c-positive myeloid dendritic cell,female,Subpleural fibroblasts,0
CD1c-positive myeloid dendritic cell,female,Suprabasal,0
CD1c-positive myeloid dendritic cell,female,T cells proliferating,0
CD1c-positive myeloid dendritic cell,female,Transitional Club-AT2,0
CD1c-positive myeloid dendritic cell,female,Tuft,0
CD1c-positive myeloid dendritic cell,male,AT2 proliferating,0
CD1c-positive myeloid dendritic cell,male,Adventitial fibroblasts,0
CD1c-positive myeloid dendritic cell,male,Alveolar fibroblasts,0
CD1c-positive myeloid dendritic cell,male,Alveolar macrophages,0
CD1c-positive myeloid dendritic cell,male,B cells,0
CD1c-positive myeloid dendritic cell,male,Basal resting,0
CD1c-positive myeloid dendritic cell,male,CD4 T cells,0
CD1c-positive myeloid dendritic cell,male,CD8 T cells,0
CD1c-positive myeloid dendritic cell,male,Classical monocytes,0
CD1c-positive myeloid dendritic cell,male,Club,0
CD1c-positive myeloid dendritic cell,male,DC1,0
CD1c-positive myeloid dendritic cell,male,DC2,5241
CD1c-positive myeloid dendritic cell,male,Deuterosomal,0
CD1c-positive myeloid dendritic cell,male,EC aerocyte capillary,0
CD1c-positive myeloid dendritic cell,male,EC general capillary,0
CD1c-positive myeloid dendritic cell,male,EC venous pulmonary,0
CD1c-positive myeloid dendritic cell,male,EC venous systemic,0
CD1c-positive myeloid dendritic cell,male,Goblet,0
CD1c-positive myeloid dendritic cell,male,Hillock-like,0
CD1c-positive myeloid dendritic cell,male,Interstitial macrophages,0
CD1c-positive myeloid dendritic cell,male,Ionocyte,0
CD1c-positive myeloid dendritic cell,male,Migratory DCs,0
CD1c-positive myeloid dendritic cell,male,Multiciliated,0
CD1c-positive myeloid dendritic cell,male,NK cells,0
CD1c-positive myeloid dendritic cell,male,Neuroendocrine,0
CD1c-positive myeloid dendritic cell,male,Non-classical monocytes,0
CD1c-positive myeloid dendritic cell,male,None,0
CD1c-positive myeloid dendritic cell,male,Peribronchial fibroblasts,0
CD1c-positive myeloid dendritic cell,male,Pericytes,0
CD1c-positive myeloid dendritic cell,male,Plasma cells,0
CD1c-positive myeloid dendritic cell,male,Plasmacytoid DCs,0
CD1c-positive myeloid dendritic cell,male,SMG duct,0
CD1c-positive myeloid dendritic cell,male,SMG mucous,0
CD1c-positive myeloid dendritic cell,male,SMG serous,0
CD1c-positive myeloid dendritic cell,male,Subpleural fibroblasts,0
CD1c-positive myeloid dendritic cell,male,Suprabasal,0
CD1c-positive myeloid dendritic cell,male,T cells proliferating,0
CD1c-positive myeloid dendritic cell,male,Transitional Club-AT2,0
CD1c-positive myeloid dendritic cell,male,Tuft,0
nasal mucosa goblet cell,female,AT2 proliferating,0
nasal mucosa goblet cell,female,Adventitial fibroblasts,0
nasal mucosa goblet cell,female,Alveolar fibroblasts,0
nasal mucosa goblet cell,female,Alveolar macrophages,0
nasal mucosa goblet cell,female,B cells,0
nasal mucosa goblet cell,female,Basal resting,0
nasal mucosa goblet cell,female,CD4 T cells,0
nasal mucosa goblet cell,female,CD8 T cells,0
nasal mucosa goblet cell,female,Classical monocytes,0
nasal mucosa goblet cell,female,Club,0
nasal mucosa goblet cell,female,DC1,0
nasal mucosa goblet cell,female,DC2,0
nasal mucosa goblet cell,female,Deuterosomal,0
nasal mucosa goblet cell,female,EC aerocyte capillary,0
nasal mucosa goblet cell,female,EC general capillary,0
nasal mucosa goblet cell,female,EC venous pulmonary,0
nasal mucosa goblet cell,female,EC venous systemic,0
nasal mucosa goblet cell,female,Goblet,19664
nasal mucosa goblet cell,female,Hillock-like,0
nasal mucosa goblet cell,female,Interstitial macrophages,0
nasal mucosa goblet cell,female,Ionocyte,0
nasal mucosa goblet cell,female,Migratory DCs,0
nasal mucosa goblet cell,female,Multiciliated,0
nasal mucosa goblet cell,female,NK cells,0
nasal mucosa goblet cell,female,Neuroendocrine,0
nasal mucosa goblet cell,female,Non-classical monocytes,0
nasal mucosa goblet cell,female,None,0
nasal mucosa goblet cell,female,Peribronchial fibroblasts,0
nasal mucosa goblet cell,female,Pericytes,0
nasal mucosa goblet cell,female,Plasma cells,0
nasal mucosa goblet cell,female,Plasmacytoid DCs,0
nasal mucosa goblet cell,female,SMG duct,0
nasal mucosa goblet cell,female,SMG mucous,0
nasal mucosa goblet cell,female,SMG serous,0
nasal mucosa goblet cell,female,Subpleural fibroblasts,0
nasal mucosa goblet cell,female,Suprabasal,0
nasal mucosa goblet cell,female,T cells proliferating,0
nasal mucosa goblet cell,female,Transitional Club-AT2,0
nasal mucosa goblet cell,female,Tuft,0
nasal mucosa goblet cell,male,AT2 proliferating,0
nasal mucosa goblet cell,male,Adventitial fibroblasts,0
nasal mucosa goblet cell,male,Alveolar fibroblasts,0
nasal mucosa goblet cell,male,Alveolar macrophages,0
nasal mucosa goblet cell,male,B cells,0
nasal mucosa goblet cell,male,Basal resting,0
nasal mucosa goblet cell,male,CD4 T cells,0
nasal mucosa goblet cell,male,CD8 T cells,0
nasal mucosa goblet cell,male,Classical monocytes,0
nasal mucosa goblet cell,male,Club,0
nasal mucosa goblet cell,male,DC1,0
nasal mucosa goblet cell,male,DC2,0
nasal mucosa goblet cell,male,Deuterosomal,0
nasal mucosa goblet cell,male,EC aerocyte capillary,0
nasal mucosa goblet cell,male,EC general capillary,0
nasal mucosa goblet cell,male,EC venous pulmonary,0
nasal mucosa goblet cell,male,EC venous systemic,0
nasal mucosa goblet cell,male,Goblet,16169
nasal mucosa goblet cell,male,Hillock-like,0
nasal mucosa goblet cell,male,Interstitial macrophages,0
nasal mucosa goblet cell,male,Ionocyte,0
nasal mucosa goblet cell,male,Migratory DCs,0
nasal mucosa goblet cell,male,Multiciliated,0
nasal mucosa goblet cell,male,NK cells,0
nasal mucosa goblet cell,male,Neuroendocrine,0
nasal mucosa goblet cell,male,Non-classical monocytes,0
nasal mucosa goblet cell,male,None,0
nasal mucosa goblet cell,male,Peribronchial fibroblasts,0
nasal mucosa goblet cell,male,Pericytes,0
nasal mucosa goblet cell,male,Plasma cells,0
nasal mucosa goblet cell,male,Plasmacytoid DCs,0
nasal mucosa goblet cell,male,SMG duct,0
nasal mucosa goblet cell,male,SMG mucous,0
nasal mucosa goblet cell,male,SMG serous,0
nasal mucosa goblet cell,male,Subpleural fibroblasts,0
nasal mucosa goblet cell,male,Suprabasal,0
nasal mucosa goblet cell,male,T cells proliferating,0
nasal mucosa goblet cell,male,Transitional Club-AT2,0
nasal mucosa goblet cell,male,Tuft,0
vein endothelial cell,female,AT2 proliferating,0
vein endothelial cell,female,Adventitial fibroblasts,0
vein endothelial cell,female,Alveolar fibroblasts,0
vein endothelial cell,female,Alveolar macrophages,0
vein endothelial cell,female,B cells,0
vein endothelial cell,female,Basal resting,0
vein endothelial cell,female,CD4 T cells,0
vein endothelial cell,female,CD8 T cells,0
vein endothelial cell,female,Classical monocytes,0
vein endothelial cell,female,Club,0
vein endothelial cell,female,DC1,0
vein endothelial cell,female,DC2,0
vein endothelial cell,female,Deuterosomal,0
vein endothelial cell,female,EC aerocyte capillary,0
vein endothelial cell,female,EC general capillary,0
vein endothelial cell,female,EC venous pulmonary,1300
vein endothelial cell,female,EC venous systemic,2945
vein endothelial cell,female,Goblet,0
vein endothelial cell,female,Hillock-like,0
vein endothelial cell,female,Interstitial macrophages,0
vein endothelial cell,female,Ionocyte,0
vein endothelial cell,female,Migratory DCs,0
vein endothelial cell,female,Multiciliated,0
vein endothelial cell,female,NK cells,0
vein endothelial cell,female,Neuroendocrine,0
vein endothelial cell,female,Non-classical monocytes,0
vein endothelial cell,female,None,0
vein endothelial cell,female,Peribronchial fibroblasts,0
vein endothelial cell,female,Pericytes,0
vein endothelial cell,female,Plasma cells,0
vein endothelial cell,female,Plasmacytoid DCs,0
vein endothelial cell,female,SMG duct,0
vein endothelial cell,female,SMG mucous,0
vein endothelial cell,female,SMG serous,0
vein endothelial cell,female,Subpleural fibroblasts,0
vein endothelial cell,female,Suprabasal,0
vein endothelial cell,female,T cells proliferating,0
vein endothelial cell,female,Transitional Club-AT2,0
vein endothelial cell,female,Tuft,0
vein endothelial cell,male,AT2 proliferating,0
vein endothelial cell,male,Adventitial fibroblasts,0
vein endothelial cell,male,Alveolar fibroblasts,0
vein endothelial cell,male,Alveolar macrophages,0
vein endothelial cell,male,B cells,0
vein endothelial cell,male,Basal resting,0
vein endothelial cell,male,CD4 T cells,0
vein endothelial cell,male,CD8 T cells,0
vein endothelial cell,male,Classical monocytes,0
vein endothelial cell,male,Club,0
vein endothelial cell,male,DC1,0
vein endothelial cell,male,DC2,0
vein endothelial cell,male,Deuterosomal,0
vein endothelial cell,male,EC aerocyte capillary,0
vein endothelial cell,male,EC general capillary,0
vein endothelial cell,male,EC venous pulmonary,5118
vein endothelial cell,male,EC venous systemic,3612
vein endothelial cell,male,Goblet,0
vein endothelial cell,male,Hillock-like,0
vein endothelial cell,male,Interstitial macrophages,0
vein endothelial cell,male,Ionocyte,0
vein endothelial cell,male,Migratory DCs,0
vein endothelial cell,male,Multiciliated,0
vein endothelial cell,male,NK cells,0
vein endothelial cell,male,Neuroendocrine,0
vein endothelial cell,male,Non-classical monocytes,0
vein endothelial cell,male,None,0
vein endothelial cell,male,Peribronchial fibroblasts,0
vein endothelial cell,male,Pericytes,0
vein endothelial cell,male,Plasma cells,0
vein endothelial cell,male,Plasmacytoid DCs,0
vein endothelial cell,male,SMG duct,0
vein endothelial cell,male,SMG mucous,0
vein endothelial cell,male,SMG serous,0
vein endothelial cell,male,Subpleural fibroblasts,0
vein endothelial cell,male,Suprabasal,0
vein endothelial cell,male,T cells proliferating,0
vein endothelial cell,male,Transitional Club-AT2,0
vein endothelial cell,male,Tuft,0
epithelial cell of lower respiratory tract,female,AT2 proliferating,0
epithelial cell of lower respiratory tract,female,Adventitial fibroblasts,0
epithelial cell of lower respiratory tract,female,Alveolar fibroblasts,0
epithelial cell of lower respiratory tract,female,Alveolar macrophages,0
epithelial cell of lower respiratory tract,female,B cells,0
epithelial cell of lower respiratory tract,female,Basal resting,0
epithelial cell of lower respiratory tract,female,CD4 T cells,0
epithelial cell of lower respiratory tract,female,CD8 T cells,0
epithelial cell of lower respiratory tract,female,Classical monocytes,0
epithelial cell of lower respiratory tract,female,Club,0
epithelial cell of lower respiratory tract,female,DC1,0
epithelial cell of lower respiratory tract,female,DC2,0
epithelial cell of lower respiratory tract,female,Deuterosomal,0
epithelial cell of lower respiratory tract,female,EC aerocyte capillary,0
epithelial cell of lower respiratory tract,female,EC general capillary,0
epithelial cell of lower respiratory tract,female,EC venous pulmonary,0
epithelial cell of lower respiratory tract,female,EC venous systemic,0
epithelial cell of lower respiratory tract,female,Goblet,0
epithelial cell of lower respiratory tract,female,Hillock-like,0
epithelial cell of lower respiratory tract,female,Interstitial macrophages,0
epithelial cell of lower respiratory tract,female,Ionocyte,0
epithelial cell of lower respiratory tract,female,Migratory DCs,0
epithelial cell of lower respiratory tract,female,Multiciliated,0
epithelial cell of lower respiratory tract,female,NK cells,0
epithelial cell of lower respiratory tract,female,Neuroendocrine,0
epithelial cell of lower respiratory tract,female,Non-classical monocytes,0
epithelial cell of lower respiratory tract,female,None,0
epithelial cell of lower respiratory tract,female,Peribronchial fibroblasts,0
epithelial cell of lower respiratory tract,female,Pericytes,0
epithelial cell of lower respiratory tract,female,Plasma cells,0
epithelial cell of lower respiratory tract,female,Plasmacytoid DCs,0
epithelial cell of lower respiratory tract,female,SMG duct,0
epithelial cell of lower respiratory tract,female,SMG mucous,0
epithelial cell of lower respiratory tract,female,SMG serous,0
epithelial cell of lower respiratory tract,female,Subpleural fibroblasts,0
epithelial cell of lower respiratory tract,female,Suprabasal,0
epithelial cell of lower respiratory tract,female,T cells proliferating,0
epithelial cell of lower respiratory tract,female,Transitional Club-AT2,960
epithelial cell of lower respiratory tract,female,Tuft,0
epithelial cell of lower respiratory tract,male,AT2 proliferating,0
epithelial cell of lower respiratory tract,male,Adventitial fibroblasts,0
epithelial cell of lower respiratory tract,male,Alveolar fibroblasts,0
epithelial cell of lower respiratory tract,male,Alveolar macrophages,0
epithelial cell of lower respiratory tract,male,B cells,0
epithelial cell of lower respiratory tract,male,Basal resting,0
epithelial cell of lower respiratory tract,male,CD4 T cells,0
epithelial cell of lower respiratory tract,male,CD8 T cells,0
epithelial cell of lower respiratory tract,male,Classical monocytes,0
epithelial cell of lower respiratory tract,male,Club,0
epithelial cell of lower respiratory tract,male,DC1,0
epithelial cell of lower respiratory tract,male,DC2,0
epithelial cell of lower respiratory tract,male,Deuterosomal,0
epithelial cell of lower respiratory tract,male,EC aerocyte capillary,0
epithelial cell of lower respiratory tract,male,EC general capillary,0
epithelial cell of lower respiratory tract,male,EC venous pulmonary,0
epithelial cell of lower respiratory tract,male,EC venous systemic,0
epithelial cell of lower respiratory tract,male,Goblet,0
epithelial cell of lower respiratory tract,male,Hillock-like,0
epithelial cell of lower respiratory tract,male,Interstitial macrophages,0
epithelial cell of lower respiratory tract,male,Ionocyte,0
epithelial cell of lower respiratory tract,male,Migratory DCs,0
epithelial cell of lower respiratory tract,male,Multiciliated,0
epithelial cell of lower respiratory tract,male,NK cells,0
epithelial cell of lower respiratory tract,male,Neuroendocrine,0
epithelial cell of lower respiratory tract,male,Non-classical monocytes,0
epithelial cell of lower respiratory tract,male,None,0
epithelial cell of lower respiratory tract,male,Peribronchial fibroblasts,0
epithelial cell of lower respiratory tract,male,Pericytes,0
epithelial cell of lower respiratory tract,male,Plasma cells,0
epithelial cell of lower respiratory tract,male,Plasmacytoid DCs,0
epithelial cell of lower respiratory tract,male,SMG duct,0
epithelial cell of lower respiratory tract,male,SMG mucous,0
epithelial cell of lower respiratory tract,male,SMG serous,0
epithelial cell of lower respiratory tract,male,Subpleural fibroblasts,0
epithelial cell of lower respiratory tract,male,Suprabasal,0
epithelial cell of lower respiratory tract,male,T cells proliferating,0
epithelial cell of lower respiratory tract,male,Transitional Club-AT2,3433
epithelial cell of lower respiratory tract,male,Tuft,0
respiratory basal cell,female,AT2 proliferating,0
respiratory basal cell,female,Adventitial fibroblasts,0
respiratory basal cell,female,Alveolar fibroblasts,0
respiratory basal cell,female,Alveolar macrophages,0
respiratory basal cell,female,B cells,0
respiratory basal cell,female,Basal resting,14207
respiratory basal cell,female,CD4 T cells,0
respiratory basal cell,female,CD8 T cells,0
respiratory basal cell,female,Classical monocytes,0
respiratory basal cell,female,Club,0
respiratory basal cell,female,DC1,0
respiratory basal cell,female,DC2,0
respiratory basal cell,female,Deuterosomal,0
respiratory basal cell,female,EC aerocyte capillary,0
respiratory basal cell,female,EC general capillary,0
respiratory basal cell,female,EC venous pulmonary,0
respiratory basal cell,female,EC venous systemic,0
respiratory basal cell,female,Goblet,0
respiratory basal cell,female,Hillock-like,0
respiratory basal cell,female,Interstitial macrophages,0
respiratory basal cell,female,Ionocyte,0
respiratory basal cell,female,Migratory DCs,0
respiratory basal cell,female,Multiciliated,0
