names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000172005,16.86639,2.3497086,7.950932382579787e-64,2.122065991327771e-61
ENSG00000126353,21.127224,2.3068917,4.4706846926956026e-99,2.456597408394149e-96
ENSG00000111863,4.26266,2.1272252,2.020078155574536e-05,0.0003874789201356
ENSG00000250303,3.6428428,2.0978556,0.0002696435602953,0.0043603526449606
ENSG00000060558,10.174803,1.9774269,2.5692044746551843e-24,1.7560825901887044e-22
ENSG00000264745,4.0550447,1.8920417,5.012476973808893e-05,0.0009021814689404
ENSG00000170293,7.354806,1.8532853,1.9120488842828373e-13,7.250779151981359e-12
ENSG00000197121,3.9448066,1.844432,7.986444827008675e-05,0.001392732606298
ENSG00000227507,40.269257,1.7758014,0.0,0.0
ENSG00000182463,5.746042,1.7613614,9.135664488448456e-09,2.527323411888248e-07
