names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000152253,5.3492627,7.4304442,8.831326971580962e-08,5.230116378943045e-07
ENSG00000123485,4.4339914,6.8229265,9.250432704135526e-06,4.66920255945054e-05
ENSG00000165480,3.632664,6.746971,0.0002805102444469,0.0012407268245161
ENSG00000139734,3.1764927,6.6322956,0.0014906751985091,0.0061083026411784
ENSG00000126787,5.8575253,6.612903,4.698151701842634e-09,3.019055338051776e-08
ENSG00000127564,6.892477,6.369473,5.482906330801427e-12,4.201612442285458e-11
ENSG00000089685,9.472638,6.269348,2.7286405676556347e-21,3.324670576868762e-20
ENSG00000129173,2.7904873,6.2572746,0.0052628769651509,0.0202591846251909
ENSG00000101057,3.9690669,6.1901765,7.215466274162234e-05,0.0003368980787522
ENSG00000157456,7.7421637,6.1006584,9.773914791631593e-15,8.62690356285618e-14
ENSG00000179750,3.1326985,6.064913,0.0017320725937999,0.0070347249809638
ENSG00000135451,5.7696033,6.011499,7.945847862640207e-09,5.0344662107761513e-08
ENSG00000158402,2.75251,5.999729,0.0059140323091504,0.0225643078872201
ENSG00000115163,5.281514,5.958686,1.2812065122458498e-07,7.492598351247432e-07
ENSG00000176890,13.9845495,5.919795,1.936995156735191e-44,6.6767960974596545e-43
ENSG00000146670,6.275199,5.850038,3.491877261973801e-10,2.421587933421277e-09
ENSG00000093009,5.933241,5.834866,2.970122546383584e-09,1.9343414882605985e-08
ENSG00000178999,7.373457,5.768619,1.6625909757861808e-13,1.3788827909272545e-12
ENSG00000090889,3.232172,5.6950507,0.0012285305167922,0.0050854267655223
ENSG00000171848,10.712741,5.6488233,8.86960733108615e-27,1.391723828926978e-25
ENSG00000145386,8.254401,5.6349144,1.5266588197832658e-16,1.4886251484205373e-15
ENSG00000276043,8.0479355,5.536283,8.42022058034676e-16,7.910434513698879e-15
ENSG00000175063,9.21604,5.5180097,3.082766772028546e-20,3.5861957666802813e-19
ENSG00000121211,5.9503436,5.488573,2.675801660892518e-09,1.7475335759695162e-08
ENSG00000163808,4.638344,5.449522,3.5121209812060365e-06,1.83318454791056e-05
ENSG00000065328,4.1883,5.4219227,2.8105176860602463e-05,0.0001363843249076
ENSG00000161888,4.3229,5.378524,1.539917091554879e-05,7.623147248495659e-05
ENSG00000168078,3.6678977,5.311885,0.0002445530431045,0.0010866266814591
ENSG00000166851,4.863399,5.311245,1.1538682357601758e-06,6.263026038919846e-06
ENSG00000024526,2.5304925,5.296388,0.0113902508721922,0.042033235507284
ENSG00000075218,5.590685,5.265745,2.2617570970473222e-08,1.3942692672163254e-07
ENSG00000148773,11.841864,5.252812,2.3712404745402116e-32,4.706207015475558e-31
ENSG00000112742,3.3200214,5.240613,0.0009001054227431,0.003775565688812
ENSG00000189057,5.476553,5.200417,4.3369074460375125e-08,2.618778157029848e-07
ENSG00000142945,4.556356,5.199223,5.204866861874496e-06,2.68176482693824e-05
ENSG00000051341,3.2820826,5.1358585,0.0010304342703395,0.004300355918391
ENSG00000167513,10.334928,5.0943394,4.897814223909374e-25,7.108044837433263e-24
ENSG00000137807,5.607754,4.9679775,2.0496903834431523e-08,1.267163540825301e-07
ENSG00000237649,7.1987453,4.931102,6.076922488210186e-13,4.920533828650744e-12
ENSG00000167900,10.18681,4.9294653,2.2709472847391324e-24,3.206097063351609e-23
ENSG00000085999,2.7909794,4.8949466,0.0052548826264598,0.0202311898233151
ENSG00000011426,2.720789,4.874578,0.0065126339221762,0.0247178871526048
ENSG00000166803,13.412546,4.8706045,5.105517394981999e-41,1.5044902153204578e-39
ENSG00000111665,5.0442657,4.8267345,4.552660374937082e-07,2.547090324360886e-06
ENSG00000118193,4.0832095,4.767645,4.441790410004484e-05,0.0002118752926807
ENSG00000072571,5.951674,4.751357,2.6541378321598502e-09,1.7337892449521594e-08
ENSG00000122952,9.749416,4.717362,1.8553206382433147e-22,2.391605591818337e-21
ENSG00000066279,7.9017353,4.7087765,2.7504726448571048e-15,2.5099070465475583e-14
ENSG00000088325,8.908439,4.655955,5.175617916237931e-19,5.667898260439695e-18
ENSG00000143476,5.5635037,4.610029,2.6441143398973758e-08,1.6246143446894113e-07
ENSG00000165304,4.997162,4.6089134,5.818023545839758e-07,3.2324403617885287e-06
ENSG00000131747,9.991854,4.606166,1.6545859387088224e-23,2.244342514345404e-22
ENSG00000184661,5.0234394,4.59474,5.075424893676647e-07,2.8322124098047463e-06
ENSG00000051180,6.6399364,4.549544,3.1381830025486464e-11,2.3016079681607768e-10
ENSG00000138180,6.0068154,4.5417953,1.892026877652705e-09,1.251408100527246e-08
ENSG00000156970,3.2124064,4.5266056,0.0013162801448426,0.0054294134205285
ENSG00000171320,4.740258,4.4847503,2.1344624243652395e-06,1.1333113865178376e-05
ENSG00000007968,2.9376855,4.4713354,0.0033067233115113,0.013032834042077
ENSG00000171241,4.439293,4.4333725,9.025492653780397e-06,4.560591527759499e-05
ENSG00000273983,2.595635,4.4298353,0.0094416319232441,0.0351898248459894
ENSG00000109674,3.9251218,4.4086704,8.668590096846184e-05,0.0004025328398906
ENSG00000117399,6.0340796,4.4011106,1.598712742071558e-09,1.0614149700026852e-08
ENSG00000169607,4.497471,4.381632,6.876657311039288e-06,3.510866177528967e-05
ENSG00000111206,3.790653,4.35779,0.0001502517149596,0.0006819977421491
ENSG00000146410,3.75286,4.35396,0.000174828440314,0.0007870509576482
ENSG00000109805,6.128818,4.260362,8.853438640111804e-10,5.975644615859662e-09
ENSG00000111247,6.630147,4.249298,3.353526528934265e-11,2.4556892460635967e-10
ENSG00000117650,2.6191046,4.2395635,0.0088160881985256,0.0329855882076745
ENSG00000154839,3.5802498,4.218819,0.0003432658581878,0.0015061347126752
ENSG00000035499,4.9936037,4.2109303,5.926296707635116e-07,3.290638774217684e-06
